company,rating,location,positionName,salary,url,jobType/0,searchInput/country,searchInput/position,externalApplyLink,clean_description
CVS Health,3.2,"Woonsocket, RI 02895",Sr. Data Scientist,"$104,645 - $162,000 a year",https://www.indeed.com/viewjob?jk=c68e0d5a49b61c1e,Full-time,US,Data Scientist,https://jobs.cvshealth.com/us/en/job/R0621935/Sr-Data-Scientist?rx_campaign=indeed0&rx_ch=jobp4p&rx_group=103511&rx_id=f0299782-4f54-11f0-833e-ab5469a69415&rx_job=R0621935&rx_medium=cpc&rx_r=none&rx_source=Indeed&rx_ts=20250626T080005Z&rx_vp=cpc&utm_campaign=&utm_source=IndeedPPCOrg&utm_source=Indeed&rx_p=OXDBMPENX0&rx_viewer=3d24b743529011f0b581997c918cc038becdadb6212a4481a0fa51a49bd0a434,cv health building world health around every consumer surrounding dedicated colleague passionate transforming health care nation leading health solution company reach million american local presence digital channel purposedriven colleague caring people choose way uniquely connected convenient compassionate heart every day position summary caremark llc cv health company hiring following role woonsocket data scientist develop implement analytics application model transform data meaningful information duty include design develop data solution using industry leading tool technology best practice profile data develop efficient ingestion sourcing data pbm specialty retail andor healthcare business develop advanced algorithm statistical predictive model evaluate scenario predict outcome provide usable information health metric potential future outcome utilize data mining data modeling natural language processing machine learning extract manipulate data multiple large data source deliver predictive model inform solution inhouse team pharmacy pricing medical cost risk score onboarding customer engagement across critical journey calorie heart rate breast cancer maternity utilize dataoriented programming language visualization software explore analyze interpret large volume data various form solve complex business problem visualize interpret data create report manipulate data using statistical software compare model using statistical performance metric support deployment insight across multiple channel using analysis method machine learning statistical analysis telecommuting available multiple opening requirement master degree foreign equivalent computer science data science statistic information system management mathematics analytics related field two year experience job offered related occupation requires two year experience following machine learning nlp scikitlearn spacity pytorch spark nlp quantitative analysis technique including clustering regression pattern recognition healthcare data management process technique including data standard interoperability proper data privacy marketing analytics clinical trial health research contributing largescale application development data science data analytics project designing data architecture including data pipeline distributed computing engine machine learning infrastructure design developing data analyticsbased model versioning model data lineage monitoring model hosting deployment scalability orchestration pay range year year pay range represents base hourly rate base annual fulltime salary position job grade within position fall actual base salary offer depend variety factor including experience education geography relevant factor position eligible cv health bonus commission shortterm incentive program addition base pay range listed position also includes award target company equity award program addition compensation enjoy reward organization put heart caring colleague community company offer full range medical dental vision benefit eligible employee may enroll company retirement saving plan employee stock purchase plan also available eligible employee company provides fullypaid term life insurance plan eligible employee shortterm long term disability benefit cv health also offer numerous wellbeing program education assistance free development course cv store discount discount program participating partner time company employee enjoy paid time pto vacation pay well paid holiday throughout calendar year number paid holiday sick time time provided consistent relevant state law company policy detailed information available benefit please visit job application deadline cv health accepts application ongoing basis qualified applicant arrest conviction record considered employment accordance federal state local law
THUNDERYARD SOLUTIONS,0.0,Remote,Data Scientist (REMOTE)- Veterans Affairs,"$125,000 - $130,000 a year",https://www.indeed.com/viewjob?jk=29bb9532080b2a2c,Full-time,US,Data Scientist,unknown,job summary data scientist driven curiosity power data solve complex problem thrive uncovering insight vast amount structured unstructured data youre passionate emerging technology like iot machine learning artificial intelligence role youll forefront transforming data actionable intelligence support impactful initiativessuch improving quality care veteran collaborate closely client understand objective analyze large datasets develop innovative algorithm model leadership technical expertise guide project team shape data strategy influence key decision leveraging wide range data science tool framework youll translate information clear evidencebased recommendation drive meaningful outcome join applying data science goodusing skill create realworld solution make difference required qualification apply statistical programming andor engineering discipline system database development support end user analysis designing developing relevant tool specification experience developing predictive data model data analytics quantitative analysis visualization targeted data source design implement quality assurance standard data transformation process data migration plan business intelligence conduct data validation postmigration enforce performance standard evaluate present costbenefit tradeoff recommended solution collaborate consultant programmer analyst assigned project experience one following databricks tensorflow sagemaker tableau bachelor degree department veteran affair federal government experience education must certification data management maturity cmmi dama experience minimum year related data science data management role compensation full time role annual salary annually plus benefit vetting candidate selected subject background investigation clearance eligibility government client _thunderyard solution proud equal opportunity employer dont accept difference celebrate support thrive benefit employee community customer applicant considered employment without discrimination race color religion belief national social ethnic origin sex age physical mental sensory disability hiv status sexual orientation gender identity andor expression marital civil union domestic partnership status protected veteran status family medical history genetic information_ job type fulltime pay per year benefit matching dental insurance flexible schedule health insurance paid time professional development assistance referral program vision insurance schedule hour shift day shift monday friday night weekend work location remote
Capital One,3.9,"New York, NY 10012","Senior Manager, Data Science - GenAI Digital Assistant",Not Disclosed,https://www.indeed.com/viewjob?jk=d10d98a499a2bed0,Full-time,US,Data Scientist,https://www.capitalonecareers.com/job/-/-/234/79201448240?p_sid=NKQ43Hb&p_uid=rKEhSAS2y1&source=rd_tmp_programmatic_job_tm&ss=paid&utm_campaign=toh&utm_content=pj_board&utm_medium=jobad&utm_source=indeed,senior manager data science genai digital assistant data center everything startup disrupted credit card industry individually personalizing every credit card offer using statistical modeling relational database cutting edge technology fastforward year little innovation passion data skyrocketed fortune company leader world datadriven decisionmaking data scientist capital one youll part team thats leading next wave disruption whole new scale using latest computing machine learning technology operating across billion customer record unlock big opportunity help everyday people save money time agony financial life team description genai powered digital assistant team foundation engage active research genai powered conversational capability build scalable futuristics solution enhance customer digital experience real time support digital assistance driving force lead research innovate develop application emerging aiml technology area research include advanced llm powered digital assistant multiagentic workflow domain specific conversational large language model tuning inference optimization role partner crossfunctional team data scientist software engineer machine learning engineer product manager deliver powered product change developer write software lead cuttingedge research development generative genai enhance conversational capability build scalable futuristic digital assistant solution finetune advanced large language model llm domainspecific conversational application inference optimization multiagentic workflow leverage broad stack technology python aws pyspark langchain langgraph huggingface transformer vllm vectordbs expert natural language processing nlp harness power large language model llm adapt finetune business specific application feature drive innovation designing training evaluating deploying stateoftheart nlp model partnering engineering team integrate scalable resilient production system translate complex aiml research tangible business outcome improving customer experience realtime intelligent digital assistance ideal candidate innovative deeply engaged aiml research stay ahead curve emerging genai advancement seek opportunity apply stateoftheart method realworld problem creative excel defining solving complex ambiguous problem constantly questioning pushing boundary develop novel solution leader challenge conventional thinking drive breakthrough conversational mentor team achieve innovation excellence technical handson experience aiml development working opensource tool cloud computing platform devops technology proficient nlp llm tuning influential passionate genai bring together crossfunctional team drive adoption innovation communicate complex idea clearly technical nontechnical audience basic qualification currently process obtaining one following expectation required degree obtained scheduled start date bachelor degree quantitative field statistic economics operation research analytics mathematics computer science related quantitative field plus year experience performing data analytics master degree quantitative field statistic economics operation research analytics mathematics computer science related quantitative field mba quantitative concentration plus year experience performing data analytics phd quantitative field statistic economics operation research analytics mathematics computer science related quantitative field plus year experience performing data analytics least year experience leveraging open source programming language large scale data analysis least year experience working machine learning least year experience utilizing relational database preferred qualification phd computer engineering plus year relevant experience prior publicationresearch experience referred least year specialized experience genai application development least year experience llm model training evaluation inference optimization parallelization gpu cluster least year experience working aws equivalent gpu cluster least year experience pytorchtensorflow capital one consider sponsoring new qualified applicant employment authorization position minimum maximum fulltime annual salary role listed location please note salary information solely candidate hired perform work within one location refers amount capital one willing pay time posting salary parttime role prorated based upon agreed upon number hour regularly worked mclean mgr data science new york mgr data science san jose mgr data science candidate hired work location subject pay range associated location actual annualized salary amount offered candidate time hire reflected solely candidate offer letter role also eligible earn performance based incentive compensation may include cash bonus andor long term incentive lti incentive could discretionary non discretionary depending plan capital one offer comprehensive competitive inclusive set health financial benefit support total wellbeing learn capital one career website eligibility varies based full parttime status exempt nonexempt status management level role expected accept application minimum business day agency please capital one equal opportunity employer committed diversity inclusion workplace qualified applicant receive consideration employment without regard sex including pregnancy childbirth related medical condition race color age national origin religion disability genetic information marital status sexual orientation gender identity gender reassignment citizenship immigration status protected veteran status basis prohibited applicable federal state local law capital one promotes drugfree workplace capital one consider employment qualified applicant criminal history manner consistent requirement applicable law regarding criminal background inquiry including extent applicable article new york correction law san francisco california police code article section new york city fair chance act philadelphia fair criminal record screening act applicable federal state local law regulation regarding criminal background inquiry visited website search information employment opportunity apply position require accommodation please contact capital one recruiting via email recruitingaccommodationcapitalonecom information provide kept confidential used extent required provide needed reasonable accommodation technical support question capital one recruiting process please send email careerscapitalonecom capital one provide endorse guarantee liable thirdparty product service educational tool information available site capital one financial made several different entity please note position posted canada capital one canada position posted united kingdom capital one europe position posted philippine capital one philippine service corp copssc
Amazon.com Services LLC,3.5,"Seattle, WA 98104","Senior Applied Scientist, Alexa Smart Home","$150,400 - $260,000 a year",https://www.indeed.com/viewjob?jk=f952fb7096832fec,Full-time,US,Data Scientist,https://click.appcast.io/t/-OOFRxfAyP2rg6qmcfReUDKERrfwdpNuR6bniMD4dcA=&cmpid=OJINCH1187H10?ittk=H0NGZXLXA4,smart home team focused making alexa user interface home simplest voice command turn light turn heat use case spanning home security home entertainment home environment evolving alexa intelligent indispensable companion automates daily routine simplifies interaction appliance electronics alert something unusual detected part team delivering feature highly anticipated medium well received customer senior applied scientist work scientist software developer design build next generation smart home voice control using latest large language model satisfaction working product friend family relate want use every day key job responsibility developing new inference training technique improve performance large language model smart home control automation developing robust technique synthetic data generation training large model maintaining model generalization mentoring junior scientist improve skill knowledge ability get thing done team team scientist machine learning engineer software developer work together make alexa insightful proactive ambient intelligence feature like alexa hunch automatically control smart home device interdisciplinary act like ask question value different perspective basic qualification year building machine learning model business application experience phd master degree year applied research experience experience programming java python related language experience neural deep learning method machine learning preferred qualification experience modeling tool scikitlearn spark mllib mxnet tensorflow numpy scipy etc experience large scale distributed system hadoop spark etc amazon equal opportunity employer discriminate basis protected veteran status disability legally protected status inclusive culture empowers amazonians deliver best result customer disability need workplace accommodation adjustment application hiring process including support interview onboarding process please visit information countryregion youre applying isnt listed please contact recruiting partner compensation reflects cost labor across several geographic market base pay position range year lowest geographic market year highest geographic market pay based number factor including market location may vary depending jobrelated knowledge skill experience amazon total compensation company dependent position offered equity signon payment form compensation may provided part total compensation package addition full range medical financial andor benefit information please visit position remain posted filled applicant apply via internal external career site
Instawork,3.3,"San Francisco, CA 94105",Head of Robotics & Applied AI,"$200,000 - $300,000 a year",https://www.indeed.com/viewjob?jk=2740c05618d59d83,Permanent,US,Data Scientist,unknown,instawork mission create meaningful economic opportunity local business skilled hourly professional community around world building leading aipowered labor marketplaceand looking exceptional talent help scale quickly make even greater impact backed worldclass investor like benchmark spark capital craft venture greylock combinator others transforming way world work reporting cofounder ceo instawork seeking head robotics applied unique opportunity drive strategy operation rapidly evolving field including thinking growing network pro physical world help shape successful future robotics llm training responsible cultivating new existing relationship understanding partner data need driving novel solution delivery help instawork become labor leader robotics ecosystem youll strategic execution help define implement instaworks strategy cultivation training data overall especially robotics physical company adapting evolving industry need opportunity thought leadership represent instawork externally leader robotics space fostering innovation collaboration regularly present progress insight recommendation instaworks executive leadership helping shape company growth strategy longterm vision partnership development build grow relationship top company developing robotics physical solution market data need analysis deeply understand partner data requirement instawork support collecting enriching data improve model crossfunctional leadership work closely engineering operation internal team execute partner data need deliver highquality solution drive advancement physical world proven relationship builder ideal candidate least year experience robotics physical demonstrated ability cultivate manage partnership innovative robotics large llm maker familiarity robotics ecosystem including key player trend challenge technical curiosity comfortable engaging technical team understanding data robotics workflow ideal candidate strong technical background previous experience working robotics multidisciplinary executor experience working across engineering operation function deliver result strong problem solving capability experience working operational challenge plus strategic thinker ability adapt strategy market technology landscape evolves helping instawork remain cutting edge based applicant base salary position position eligible equity form stock option position eligible instawork benefit including variety medical dental vision plan coverage beginning date hire flexible paid time least paid company holiday annually home office stipend phone stipend commuter stipend supplemental pay qualified leaf employee health saving account hsa contribution flexible spending plan plan perkspot discount program lumity variety factor considered determining someone compensation including candidate professional background experience location final offer amount may vary amount listed instawork value bias action growing team evolving product want team doer drive company forward even mean making decision incomplete information wrong act like owner treat company though execute fundamental act creatively drive growth ability drive impact part company limited courage conviction job title always learning changing entire industry strive learn get better day week month team learning compound improve together empathy trust candor empathy business partner professional mean put shoe empathy colleague mean always upfront honest come trust instawork founded instawork leading flexible work app local hourly professional digital marketplace connects thousand business seven million worker filling critical role local economy instawork featured cbs news wall street journal washington post associated press instawork named workforce hiring solution year retailtech breakthrough instawork ranked among country top fastestgrowing company inc included forbes next billion dollar startup list instawork also named ace award recipient best innovation one best business apps business insider instawork help business food beverage hospitality warehouselogistics industry fill temporary permanent job opportunity market across canada instawork constantly evaluate build optimal work environment success transitioning back fully office five day week continue grow seeking candidate excited contributing inperson culture information visit value diversity team firmly believe instawork stronger hire people make unique contribution culture welcome applicant encourage candidate underrepresented background apply learn company value please visit personnel privacy policy
Elemental Technologies LLC,3.5,"Portland, OR 97205","Applied Scientist III, AWS Elemental MediaConvert",Not Disclosed,https://www.indeed.com/viewjob?jk=1f961e3019203947,Full-time,US,Data Scientist,https://www.amazon.jobs/en/jobs/3016334/applied-scientist-iii-aws-elemental-mediaconvert?cmpid=DA_INAD200785B,phd master degree year applied research experience experience programming java python related language experience neural deep learning method machine learning youre curious empathetic passionate video technologiesand excited applying innovative machine learning techniqueswe want team member position youll get innovative creative working challenging impactful problem video space prototype integrate advanced model scale powering experience used customer world small startup major broadcasting company senior applied scientist team youll leader key technical contributor successful candidate strong expertise applied science machine learning artificial intelligence data analysis well effective communication leadership skill experience mentoring collaborating across discipline must proven track record delivering team critical challenging project ability listen empathetically differing opinion building consensus guide team toward deeper understanding problem youll need able take ambiguous complex problem develop innovative model algorithm balance customer need timeline longterm maintainability scalability youre excited medium service want grow machine learning applied science skill supportive environment join team help customer get inspiring compelling video content viewer key job responsibility building prototype optimizing deploying advanced machine learning model production solve complex challenge video processing understanding content monetization collaborating product management engineer data scientist design drive delivery new customerfocused feature enhancement developing scalable solution enhance quality improve performance resiliency video service datadriven modeling experimentation participating code model review help team identify sharp edge estimate edge case anticipate challenge follow amazon best practice aiml improve quality scientific engineering work mentoring team member machine learning best practice advanced modeling technique service improvement fostering continuous growth technical research skill contributing operational tooling improvement including building metric dashboard monitoring solution ensure system model perform reliably scale contributing towards publication applied research work conference internally externally team elemental focus career growth work find project help succeed individually career making team successful part ensure challenged providing tool resource mentorship support development scientist recognize spend large number hour work value importance feeling fulfilled satisfied role collaborate create work environment make productive contented recognizing look different everyone also respect life outside work flexible manage schedule find flow fit life aws infrastructure service ai aws infrastructure service owns design planning delivery operation aws global infrastructure word people keep cloud running support aws data center server storage networking power cooling equipment ensure customer continual access innovation rely work challenging problem thousand variable impacting supply chain looking talented people want help youll join diverse team software hardware network engineer supply chain specialist security expert operation manager vital role youll collaborate people across aws help deliver highest standard safety security providing seemingly infinite capacity lowest possible cost customer youll experience inclusive culture welcome bold idea empowers completion diverse experience aws value diverse experience even meet preferred qualification skill listed job description encourage candidate apply career starting hasnt followed traditional path includes alternative experience dont let stop applying aws amazon web service aws world comprehensive broadly adopted cloud platform pioneered cloud computing never stopped innovating thats customer successful startup global company trust robust suite product service power business inclusive team culture aws value curiosity connection employeeled companysponsored affinity group promote inclusion empower people take pride make unique inclusion event foster stronger collaborative team continual innovation fueled bold idea fresh perspective passionate voice team bring everything mentorship career growth continuously raising performance bar strive become earth best employer thats youll find endless knowledgesharing mentorship careeradvancing resource help develop betterrounded professional worklife balance value worklife harmony achieving success work never come expense sacrifice home strive flexibility part working culture feel supported workplace home there nothing cant achieve extensive experience developing deploying largescale machine learning system particularly video processing computer vision expertise large language model demonstrated ability develop expertise quickly deep expertise modern deep learning framework production system excellent written verbal technical communication ability present complex technical information clear concise manner variety audience amazon equal opportunity employer discriminate basis protected veteran status disability legally protected status inclusive culture empowers amazonians deliver best result customer disability need workplace accommodation adjustment application hiring process including support interview onboarding process please visit information countryregion youre applying isnt listed please contact recruiting partner
Liberty Personnel Services,4.4,"Philadelphia, PA 19102",Software Engineer with ML/AI (not looking for Data Scientist),Not Disclosed,https://www.indeed.com/viewjob?jk=a4b966e528a9325a,Full-time,US,Data Scientist,unknown,software engineer mlai join trailblazing aiml software engineering team expertise drive transformation efficiency within expansive corporate system landscape senior software developer youll design implement advanced solution used diverse team like accounting legal collaborative environment focused innovation growth join shape future conversational technology vital enterprise operation looking bachelor degree computer science engineering mathematics related discipline foreign equivalent year software development proficient objectoriented programming language java python strong understanding natural language processing chatbot technology familiarity openais api similar conversational model experience cloud platform like azure aws knowledge restful api development integration understanding containerization orchestration tool like docker kubernetes proficiency gitbased repository enthusiasm gpt large language model llm technology proven track record leveraging net python java technology ability manage multiple priority work dynamic team environment comprehensive capability across software development life cycle phase please send current copy resume work history kevinlibertyjobscom consideration communication confidential kevin mccarthy libertyjobscom keywords aiml software development chatbot technology cloud computing restful api docker kubernetes gpt llm
ERP Initiatives Group Inc.,0.0,"Raleigh, NC 27610",Artificial Intelligence Developer with Drools,Not Disclosed,https://www.indeed.com/viewjob?jk=07b57d4472f775f5,Part-time,US,Data Scientist,unknown,job overview seeking talented innovative artificial intelligence developerarchitect join dynamic team ideal candidate responsible designing implementing advanced architectural solution leverage cuttingedge technology role requires strong foundation machine learning artificial intelligence well proficiency various programming language framework architect play key role shaping future project integrating intelligent system design note onsite role minimum year experienced candidate encouraged apply duty design develop architectural framework incorporate unsupervised learning technology collaborate crossfunctional team define project requirement deliver innovative solution integrate optimize rule engine drool openl camunda etc application stack utilize programming language python build robust model application implement machine learning framework like tensorflow enhance project capability oversee model deployment process ensure efficient integration existing system conduct research emerging technology methodology inform design decision provide technical guidance mentorship junior team member best practice architecture machine learning experience proven experience architectural design focus machine learning application strong knowledge unsupervised learning technique practical application proficiency programming language including python familiarity machine learning framework tensorflow experience model deployment strategy best practice integrating solution architectural project ability work collaboratively within team environment also demonstrating independent problemsolving skill portfolio showcasing previous architectural project highlight innovative use technology preferred job type parttime contract schedule hour shift work location person
Coupang,2.7,"Mountain View, CA 94043","Senior Staff Machine Learning Engineer, Ads Technology (Hybrid)","$159,000 - $324,000 a year",https://www.indeed.com/viewjob?jk=ded7259e2ce7aa8b,unknown,US,Data Scientist,unknown,exist wow customer know right thing hear customer say ever live without coupang born obsession make shopping eating living easier ever collectively disrupting multibilliondollar ecommerce industry ground one fastestgrowing ecommerce company established unparalleled reputation dominant reliable force south korean commerce proud best world startup culture resource large global public company fuel continue growth launch new service speed since inception entrepreneurial surrounded opportunity drive new initiative innovation core bold ambitious people like get hand dirty make handson impact coupang see colleague team company grow every day mission build future commerce real push boundary whats possible solve problem break traditional tradeoff join coupang create epic experience alwayson hightech hyperconnected world role overview senior staff machine learning engineer ad technology ad tech responsible developing designing machine learning model optimization algorithm new product feature advertising platform ad technology ad tech responsible providing vendor sell product coupang host marketing product service group responsible advertising brand product inside ecommerce website opportunity part building new development organization strong revenue potential inside successful company building fullstack engineering team handle large scale advertising problem including realtime behavioral targeting auctioning bidding system searchbased advertising role responsible innovating building new quality stack ad platform eventually extend full exchange dsp ssp design feature build largescale machine learning model system improve targeting relevance ranking engagement develop new technique automated mechanism automated bidding query expansion etc improving advertising platform efficiency develop new technique providing suggestion advertiser identify opportunity marketplace improve return investment architect machine learning platform internet scale effectively lead project across team mentor junior developer work product sale team design implement new product feature basic qualification year industry software engineering experience machine learning statistic information retrieval deep knowledge machine learning deep learning statistical modeling excellent communicator technical business audience strong problemsolving skill self starter innovator like solve complex problem proven track record taking ownership successfully delivering result ability deal ambiguity business technology ability work multicultural cross functional team bachelor degree computer science engineering mathematics physic science equivalent preferred qualification experience working aws amazon web service experience advertising systemssearch advertisingadvertising marketplace experience working startup pay benefit compensation reflects cost labor across several geographic market coupang base pay one part total compensation base pay position range year lowest geographic market year highest geographic market pay based several factor including market location may vary depending jobrelated knowledge skill experience general description benefit medicaldentalvisionlife add insurance flexible spending account fsa health saving account hsa longtermshortterm disability employee assistance program eap program plan company match day paid time pto year based tenure public holiday paid parental leave pretax commuter benefit mtv free electric car charging station general description compensation compensation includes limited bonus equity form compensation would offered hired applicant addition established salary range wage scale coupang equal opportunity employer qualified applicant receive consideration employment without regard actual perceived race including trait historically associated race including limited hair texture protective hair style color religion religious creed including religious dress grooming practice sex gender including pregnancy childbirth breastfeeding medical condition related pregnancy childbirth breastfeeding gender identity gender expression sexual orientation ancestry national origin including language use restriction age physical mental disability medical condition genetic information hivaids hepatitis status family status including limited marital domestic partnership status military veteran status use trained dog guide service animal political activity affiliation ancestry citizenship family medical leave status status victim violent crime characteristic class protected law regulation location operate need assistance andor reasonable accommodation application recruiting process due disability please contact usrecruitingcoupangcom job requisition
Thomas Solutions Incorporated,5.0,"Fort Bragg, NC 28307","Artificial Intelligence Specialist - Multimedia - Fort Liberty, North Carolina","$65,000 - $70,000 a year",https://www.indeed.com/viewjob?jk=75859aaba46f4afb,Full-time,US,Data Scientist,unknown,job description thomas solution incorporated looking provide multimedia artificial intelligence subject matter expert smes multimedia production augment manpower training military information support operation miso activity onsite government fort liberty north carolina education requirement bachelor degree degree multimedia design art graphic design computer science related field four year experience respective field two year experience designing multimedia product leveraging artificial intelligence create product essential job function produce broad range multimedia product manage execute every phase production process order bring concept final level quality consistent professional broadcast standard mass consumption take broad conceptual guidance stakeholder use expertise broadcast experience judgment develop multimedia product recommend best approach leveraging complete task available resource research available upcoming provide pathway leveraging tool completion current future product provide expertise identifying generated content implementing pathway incorporating generated content requested product provide expertise contracted team soldier using get best possible outcome combining generated material live action computergenerated production provide assistance include classroom instruction advanced technique training creative development practical exercise full demonstration skill set related motion graphic design style leveraging specialized requirement active government top secret security clearance required note job description intended allinclusive employee may perform related duty negotiated meet ongoing need organization job type fulltime contract pay per year benefit matching dental insurance health insurance life insurance paid time vision insurance compensation package yearly pay schedule hour shift day shift monday friday education bachelor preferred experience developing multimedia product entertainingeducational year preferred develop test algorithm mode year preferred integrating system product service year preferred designing multimedia product leveraging year preferred security clearance top secret preferred work location person
Cerium Networks Inc,3.1,"Beaverton, OR 97008",AI Solutions Engineer,"$110,000 - $170,000 a year",https://www.indeed.com/viewjob?jk=8a96f68cf54e4c58,unknown,US,Data Scientist,unknown,description cerium network leading technology solution integrator managed service provider connect business potential specialize advanced cybersecurity robust communication networking unified communication collaboration tool service also include contact center management scalable data platform analytics support consultative approach deep technical expertise deliver support advanced technology solution drive innovation excellence service join part team committed excellence seeking skilled solution engineer join dynamic data professional service team help architect build agent automation solution client primary responsibility focus postsales delivery best practice agent client youll responsible designing developing deploying solution agent automation workflow gen model best practice client deploy application model cloud platform cicd pipeline needed automated build release integrate custom solution party application modern data architecture cloud service provide technical consulting service propose solution gather feedback necessary adjustment development lifecycle perform administrative handoff ensure smooth transition postimplementation offer technical leadership mentoring junior engineer aiml devops cloud architecture best practice support presales sale team designing proposing solution needed requirement desired qualification bachelor degree software engineering artificial intelligence related field equivalent experience year experience fullstack development cloud devops year consultingprofessional service preferably technology sector proven track record deploying agent generative solution preferred microsoft copilot studio azure service azure logic apps power platform azure devops ibm watsonxai watsonx orchestrate certification across devops solution preferred required microsoft certified azure engineer associate microsoft certified azure dev associate devops engineer expert microsoft certified power platform dev associate solution architect expert ibm watsonx orchestrate practioner advanced ibm watsonxai practitioner advanced experience consulting client translating complex technical concept simple understandable term nontechnical audience ability manage multiple task project client simultaneously customer service skill experience strong organization documentation ability willing travel time depending client need hybrid position day office per week candidate based seattle portland relocation included compensation pay range actual compensation vary may range based various factor including limited location experience performance benefit medical dental vision insurance basic term life add insurance fully paid company paid time annually day pto paid holiday plan employer matching contribution wellness program includes cash award employee assistance program
"The Preferred Prepaid dba XYZies, Inc.",0.0,"Newport Beach, CA 92660",Data Scientist with expertise in DOMO and Python,"$85,000 - $120,000 a year",https://www.indeed.com/viewjob?jk=bf6648a470cc6007,Full-time,US,Data Scientist,unknown,data scientist expertise domo python smarterhomeai newport beach compensation per year based experience full time benefit immediately hiring responsive employer smarterhomeai master distributor toptier service cable internet phone wireless product home security immediately highly skilled analytical data scientist expertise domo python join growing data team data scientist expertise domo python smarterhomeai responsible developing datadriven solution dashboard drive business decision automate data workflow uncover insight large complex datasets primary focus building scalable data model performing advanced analytics creating intuitive interactive visualization domo leveraging python automation etl statistical analysis data scientist expertise domo python smarterhomeai enjoy great benefit including strong yearly salary based experience level includes yearly increase based performance personal time medical dental vision insurance holiday based smarterhomeai holiday schedule professional rewarding work atmosphere growth opportunity senior leadership role within company data scientist expertise domo python smarterhomeai responsible designing developing maintaining interactive dashboard report domo meet stakeholder requirement writing efficient reusable python script data processing api integration automation advanced analytics collaborating business stakeholder understand data need translate actionable insight building maintaining etl pipeline using python domos magic etl connecting various data source sql apis cloud platform performing exploratory data analysis hypothesis testing statistical modeling solve business problem applying machine learning technique applicable enhance predictive insight optimizing data model improving query performance domo ensuring data quality integrity compliance across system pipeline providing training support nontechnical user leveraging domo dashboard staying updated industry trend best practice data science analytics contributing continuous improvement data process methodology position data scientist expertise domo python smarterhomeai looking someone following qualification skill bachelor master degree data science computer science statistic mathematics related field year experience data scientist business intelligence analyst similar role proven handson experience domo including dashboard development beast mode magic etl strong proficiency python data analysis automation integration panda numpy request etc solid understanding sql relational database experience apis data integration multiple source knowledge statistical method data modeling machine learning algorithm inoffice job mondayfriday remote work allowed excellent communication skill ability explain complex data insight nontechnical stakeholder must willing submit background check smarterhomeai smarterhomeai master distributor toptier service cable internet phone wireless product home security partnered largest telecom company provide high profit distribution channel cuttingedge tech sale solution support network help partner succeed year empowering partner insight knowledge incentive product service help partner save money time effort exponentially increasing sale learn smarterhomeai visit smarterhomeai equal opportunity employer discriminate employment based race color religion creed national origin ancestry sexgender including pregnancy childbirth breastfeedinglactation related medical condition age disability genetic information sexual orientation gender identity expression citizenship status militaryveteran status characteristic applicable federal state local law job type fulltime pay per year benefit dental insurance health insurance life insurance paid time vision insurance schedule hour shift day shift monday friday experience domo python year required data science year required location newport beach preferred ability commute newport beach required work location person
